501057	汇添富中证新能源汽车A	HTFZZXNYQCA	股票指数	72.35	-0.90	11.63	29.20	64.84	102.06	119.91				1	2020-11-20	1.7771	3.13	1	0.12%	100	1	1.20%	0.12%
481015	工银主题策略混合	GYZTCLHH	混合型	90.28	-2.57	3.11	19.60	61.63	101.66	185.16	75.02	48.43	-0.5128	1	2020-11-20	4.0150	1.41	1	0.15%	100	1	1.50%	0.15%
570001	诺德价值优势混合	NDJZYSHH	混合型	99.23	-0.17	3.59	14.41	59.62	101.63	141.84	90.84	147.66	4.3102	1	2020-11-20	2.7577	1.15	1	0.15%	100	1	1.50%	0.15%
100060	富国高新技术产业混合	FGGXJSCYHH	混合型	86.35	1.55	6.21	19.24	65.95	101.61	225.67	140.60	128.79	-2	1	2020-11-20	4.3810	1.39	1	0.15%	100	1	1.50%	0.15%
501058	汇添富中证新能源汽车C	HTFZZXNYQCC	股票指数	71.96	-0.90	11.60	29.12	64.63	101.55	118.80				1	2020-11-20	1.7640	3.13	1	0.00%	100	0		
006736	国投瑞银先进制造混合	GTRYXJZZHH	混合型	71.45	-2.72	4.47	18.49	52.04	101.46					1	2020-11-20	2.3539	1.20	1	0.15%	100	1	1.50%	0.15%
004640	华夏节能环保股票	HXJNHBGP	股票型	77.85	-0.20	2.70	11.73	59.85	101.43	153.69	80.83			1	2020-11-20	1.7484	0.78	1	0.15%	100	1	1.50%	0.15%
002542	长城久鼎混合	CCJDHH	混合型	89.37	-0.40	-0.34	-1.49	43.35	100.40	113.87	118.11			1	2020-11-20	2.2531	0.96	1	0.15%	100	1	1.50%	0.15%
001856	易方达环保主题混合	YFDHBZTHH	混合型	82.59	-0.58	5.95	17.60	60.22	100.22	196.67	146.34			1	2020-11-20	2.7590	0.55	1	0.15%	100	1	1.50%	0.15%
001476	中银智能制造股票	ZYZNZZGP	股票型	86.36	-0.28	4.97	22.86	68.43	100.14	173.33	65.32	37.98		1	2020-11-20	1.4350	1.77	1	0.15%	100	1	1.50%	0.15%
001156	申万菱信新能源汽车混合	SWLXXNYQCHH	混合型	68.85	-3.02	4.16	22.54	58.85	99.59	152.95	77.72	95.54		1	2020-11-20	1.93	2.17	1	0.15%	100	1	1.50%	0.15%
003834	华夏能源革新股票	HXNYGXGP	股票型	62.12	-3.07	6.89	28.05	58	99.40	139.28	73.91			1	2020-11-20	1.9860	1.95	1	0.15%	100	1	1.50%	0.15%
002780	前海联合泓鑫混合A	QHLHHXHHA	混合型	88.13	1.38	3.85	14.92	50.57	99.06	184.21	166.14			1	2020-11-20	2.7838	1.67	1	0.15%	100	1	1.50%	0.15%
007043	前海联合泓鑫混合C	QHLHHXHHC	混合型	87.47	1.37	3.81	14.80	50.26	98.27					1	2020-11-20	2.7835	1.67	1	0.00%	100	0		
570008	诺德周期策略混合	NDZQCLHH	混合型	97.85	-0.18	3.94	14.33	60.94	97.96	164.97	104.99	147.76		1	2020-11-20	3.3990	1.10	1	0.15%	100	1	1.50%	0.15%
005939	工银新能源汽车混合A	GYXNYQCHHA	混合型	68.15	-1.49	10.35	27.97	59.37	97.70	130.06				1	2020-11-20	2.3006	3.78	1	0.15%	100	1	1.50%	0.15%
005094	万家臻选混合	WJZXHH	混合型	68.40	1.60	9.95	20.99	46.63	97.69	133.10				1	2020-11-20	1.9443	1.10	1	0.15%	100	1	1.50%	0.15%
001702	东方创新科技混合	DFCXKJHH	混合型	85.05	-0.28	3.11	15.87	49.23	97.49	175.32	82.91	64.73		1	2020-11-20	1.9206	1.89	1	0.15%	100	1	1.50%	0.15%
006265	红土创新新科技股票	HTCXXKJGP	股票型	73.50	-0.76	5.89	21.22	45.39	97.34	164.44				1	2020-11-20	2.6751	1.61	1	0.15%	100	1	1.50%	0.15%
005940	工银新能源汽车混合C	GYXNYQCHHC	混合型	67.58	-1.49	10.32	27.85	59.04	96.95	126.16				1	2020-11-20	2.2616	3.78	1	0.00%	100	0		
398051	中海环保新能源混合	ZHHBXNYHH	混合型	71.70	-1.14	6.09	26.53	54.89	96.95	118.72	70.35	47.54		1	2020-11-20	1.7410	3.08	1	0.15%	100	1	1.50%	0.15%
168501	北信瑞丰产业升级	BXRFCYSJ	混合型	71.93	4.83	0.54	0.95	40.20	96.09	134.12	102.56			1	2020-11-20	2.0436	1.56	1	0.15%	100	1	1.50%	0.15%
005888	华夏新兴消费混合A	HXXXXFHHA	混合型	84.59	2.91	11.84	22.93	62.22	95.31	183.34				1	2020-11-20	2.8334	1.61	1	0.15%	100	1	1.50%	0.15%
161028	富国中证新能源汽车指数分级	FGZZXNYQCZSFJ	股票指数	62.31	-1.62	11.14	25.89	52.28	94.79	123.14	41.05	25.51		1	2020-11-20	1.3370	3	1	0.12%	100	1	1.20%	0.12%
002446	广发利鑫灵活配置混合	GFLXLHPZHH	混合型	87.61	-0.46	1.93	8.06	43.83	94.66	140.61	143.56			1	2020-11-20	2.5890	0.70	0	0.10%	100	1	1.00%	0.10%
005889	华夏新兴消费混合C	HXXXXFHHC	混合型	83.78	2.90	11.79	22.78	61.83	94.35	180.52				1	2020-11-20	2.8049	1.61	1	0.00%	100	0		
005671	前海联合研究优选混合A	QHLHYJYXHHA	混合型	83.64	0.45	2.35	14.06	50	94.23	136.03				1	2020-11-20	2.3667	1.47	1	0.15%	100	1	1.50%	0.15%
001576	国泰智能装备股票	GTZNZBGP	股票型	76.59	-1.55	-0.98	16.49	56.80	94.15	146.40	90.99			1	2020-11-20	2.2250	0.95	1	0.15%	100	1	1.50%	0.15%
003624	创金合信资源股票发起式A	CJHXZYGPFQSA	股票型	65.66	3.98	13.20	24.71	60.94	94.07	108.44	49.31			1	2020-11-20	1.7847	3.12	1	0.15%	100	1	1.50%	0.15%
006392	中信保诚创新成长混合	ZXBCCXCZHH	混合型	82.03	1.70	3.83	10.67	46.70	94.02					1	2020-11-20	2.2920	0.81	1	0.15%	100	1	1.50%	0.15%
161903	万家行业优选混合(LOF)	WJHYYXHHLOF	混合型	86.52	0	3.66	13.76	31.47	93.71	236.25	196.80	228.38		1	2020-11-20	2.0933	0.87	1	0.15%	100	1	1.50%	0.15%
160225	国泰国证新能源汽车指数	GTGZXNYQCZS	股票指数	66.46	0.59	13.08	27.51	61.16	93.31	107.23	32.81	32.47		1	2020-11-20	1.5078	3.10	1	0.12%	100	1	1.20%	0.12%
005668	融通新能源汽车主题精选混合A	RTXNYQCZTJXHHA	混合型	82.27	-0.74	8.63	22.97	68.34	93.26	174.54				1	2020-11-20	2.3174	1.72	1	0.15%	100	1	1.50%	0.15%
003625	创金合信资源股票发起式C	CJHXZYGPFQSC	股票型	64.93	3.97	13.15	24.55	60.54	93.09	108.11	47.86			1	2020-11-20	1.7473	3.12	1	0.00%	100	0		
550015	信诚至远A	XCZYA	混合型	86.47	-0.74	1.17	11.12	51.81	93.01	113.08	103.58	123.36		1	2020-11-20	2.1148	0.68	1	0.08%	100	1	0.80%	0.08%
006252	永赢消费主题A	YYXFZTA	混合型	77.17	2.52	8.89	25.03	69.18	92.91	193.72				1	2020-11-20	2.9440	1.49	1	0.15%	100	1	1.50%	0.15%
003853	金鹰信息产业股票A	JYXXCYGPA	股票型	63.50	-2.77	3.36	16.79	42.50	92.86	170.22	177.15			1	2020-11-20	2.8092	1.58	1	0.12%	100	1	1.20%	0.12%
005672	前海联合研究优选混合C	QHLHYJYXHHC	混合型	82.37	0.44	2.29	13.85	49.42	92.72	132.26				1	2020-11-20	2.3228	1.47	1	0.00%	100	0		
165516	信诚周期轮动混合(LOF)	XCZQLDHHLOF	混合型	78.92	0.37	5.03	16.96	57.69	92.50	177.31	105.10	101.72		1	2020-11-20	4.3870	1.15	1	0.15%	100	1	1.50%	0.15%
006253	永赢消费主题C	YYXFZTC	混合型	76.86	2.52	8.87	24.97	69.01	92.40	192.20				1	2020-11-20	2.9284	1.49	1	0.00%	100	0		
550016	信诚至远C	XCZYC	混合型	85.90	-0.75	1.14	11.01	51.54	92.34	111.92	186.94	199.35		1	2020-11-20	3.0226	0.67	1	0.00%	100	0	0.00%	0.00%
005885	金鹰信息产业股票C	JYXXCYGPC	股票型	62.92	-2.78	3.32	16.67	42.21	92.10	168.36				1	2020-11-20	2.8127	1.58	1	0.00%	100	0		
000541	华商创新成长混合发起式	HSCXCZHHFQS	混合型	85.84	-1.19	2.35	13.33	42.81	92.03	196.31	102.29	34.48		1	2020-11-20	2.6520	1.07	1	0.15%	100	1	1.50%	0.15%
001694	华安沪港深外延增长混合	HAHGSWYZZHH	混合型	79.16	1.44	3.03	11.34	56.48	91.40	213.23	145.17			1	2020-11-20	3.6710	1.02	1	0.15%	100	1	1.50%	0.15%
270028	广发制造业精选混合A	GFZZYJXHHA	混合型	75.17	-0.02	-0.08	5.23	41.86	90.86	175.86	78.63	86.51		1	2020-11-20	5.0730	0.65	1	0.15%	100	1	1.50%	0.15%
001186	富国文体健康股票	FGWTJKGP	股票型	76.70	1.93	2.27	8.81	51.65	90.40	151.28	110.62	154.83		1	2020-11-20	2.1610	0.42	1	0.15%	100	1	1.50%	0.15%
005004	交银品质升级混合	JYPZSJHH	混合型	86.12	0.94	7.72	20.48	65.35	89.85	139.31				1	2020-11-20	1.9729	0.65	1	0.15%	100	1	1.50%	0.15%
660012	农银消费主题混合A	NYXFZTHHA	混合型	86.69	1.65	5.63	14.69	49.68	89.71	149.42	72.87	68.48		1	2020-11-20	4.7694	1.17	1	0.15%	100	1	1.50%	0.15%
006250	上投摩根动力精选	STMGDLJX	混合型	77.55	-1.34	6.72	25.97	62.96	89.28					1	2020-11-20	2.1326	2.09	1	0.15%	100	1	1.50%	0.15%
